p_x,p_y,p_z,dp_x,dp_y,dp_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z
2.39598,2.29408,-0.99819,-0.466203,0.960859,-0.00099916,-0.846534,0.0344669,0.0226707,0.530733,0.0527262,-0.0279225,0.664008
2.39598,2.29408,-0.99819,-0.466203,0.960859,-0.00099916,-0.847417,0.0344277,0.0227417,0.529322,0.0544304,-0.0259501,0.664056
2.39079,2.30346,-0.998202,-0.472616,0.957704,-0.0010194,-0.848298,0.0343854,0.0228118,0.527909,0.0533421,-0.0271411,0.664099
2.39079,2.30346,-0.998202,-0.472616,0.957704,-0.0010194,-0.849176,0.0343438,0.0228819,0.526495,0.054879,-0.0253085,0.664143
2.38554,2.3128,-0.998214,-0.479504,0.955508,-0.00104778,-0.850053,0.0343001,0.0229511,0.525079,0.0534734,-0.0266801,0.664183
2.38554,2.3128,-0.998214,-0.479504,0.955508,-0.00104778,-0.850926,0.0342569,0.0230208,0.523661,0.055676,-0.0250228,0.664224
2.38023,2.32211,-0.998226,-0.485896,0.952292,-0.00106682,-0.851798,0.0342101,0.0230911,0.522242,0.0550015,-0.0265453,0.66426
2.38023,2.32211,-0.998226,-0.485896,0.952292,-0.00106682,-0.852667,0.0341637,0.0231624,0.520821,0.0567378,-0.0250072,0.664298
2.37486,2.33139,-0.998238,-0.492375,0.949166,-0.00108503,-0.853534,0.0341187,0.0232342,0.519399,0.0544195,-0.0274888,0.664331
2.37486,2.33139,-0.998238,-0.492375,0.949166,-0.00108503,-0.854399,0.0340746,0.023306,0.517975,0.0561208,-0.0255589,0.664366
2.36942,2.34063,-0.99825,-0.49917,0.946718,-0.00110838,-0.855261,0.0340276,0.023377,0.51655,0.0548678,-0.0268423,0.664398
2.36942,2.34063,-0.99825,-0.49917,0.946718,-0.00110838,-0.856121,0.0339811,0.0234484,0.515123,0.0570527,-0.0251051,0.66443
2.36392,2.34984,-0.998263,-0.504874,0.942116,-0.00112679,-0.856979,0.0339342,0.0235208,0.513695,0.0553392,-0.0274309,0.664458
2.36392,2.34984,-0.998263,-0.504874,0.942116,-0.00112679,-0.857834,0.0338886,0.0235929,0.512265,0.0560424,-0.0255134,0.664488
2.35836,2.35901,-0.998276,-0.512361,0.940858,-0.00114133,-0.858687,0.0338426,0.0236624,0.510834,0.0538196,-0.0266116,0.664515
2.35836,2.35901,-0.998276,-0.512361,0.940858,-0.00114133,-0.859538,0.033797,0.0237317,0.509401,0.0566385,-0.024687,0.664543
2.35274,2.36814,-0.998288,-0.518478,0.937099,-0.00115668,-0.860386,0.0337491,0.023803,0.507967,0.0556932,-0.0270069,0.664567
2.35274,2.36814,-0.998288,-0.518478,0.937099,-0.00115668,-0.861232,0.0336968,0.0238741,0.506531,0.0588089,-0.0239884,0.664593
2.34705,2.37724,-0.998301,-0.524803,0.933651,-0.00117822,-0.862076,0.0336415,0.0239449,0.505094,0.0575533,-0.0255845,0.664616
2.34705,2.37724,-0.998301,-0.524803,0.933651,-0.00117822,-0.862918,0.0335848,0.0240153,0.503655,0.0597766,-0.0231119,0.664641
2.3413,2.3863,-0.998314,-0.531321,0.930597,-0.00119162,-0.863757,0.0335309,0.0240862,0.502215,0.0567574,-0.0260946,0.664662
2.3413,2.3863,-0.998314,-0.531321,0.930597,-0.00119162,-0.864593,0.0334796,0.0241575,0.500773,0.0581878,-0.0245461,0.664684
2.33549,2.39532,-0.998327,-0.536878,0.925794,-0.00120752,-0.865427,0.0334295,0.0242292,0.49933,0.0558505,-0.0269776,0.664704
2.33549,2.39532,-0.998327,-0.536878,0.925794,-0.00120752,-0.866259,0.0333818,0.0242999,0.497886,0.0562072,-0.0249711,0.664724
2.32962,2.4043,-0.998341,-0.543392,0.922652,-0.001223,-0.867088,0.0333343,0.0243676,0.49644,0.05369,-0.0260789,0.664742
2.32962,2.4043,-0.998341,-0.543392,0.922652,-0.001223,-0.867915,0.0332856,0.0244331,0.494993,0.0559634,-0.0231188,0.664761
2.32369,2.41324,-0.998354,-0.549719,0.91923,-0.00124029,-0.86874,0.0332391,0.0244986,0.493545,0.053052,-0.0258309,0.664777
2.32369,2.41324,-0.998354,-0.549719,0.91923,-0.00124029,-0.869562,0.0331949,0.024564,0.492095,0.0544082,-0.0240976,0.664795
2.31769,2.42215,-0.998368,-0.555321,0.91454,-0.00124986,-0.870381,0.0331484,0.0246285,0.490644,0.0530703,-0.0254589,0.66481
2.31769,2.42215,-0.998368,-0.555321,0.91454,-0.00124986,-0.871198,0.0331043,0.0246924,0.489191,0.0534918,-0.0237265,0.664825
2.31164,2.43101,-0.998381,-0.561842,0.911374,-0.00126616,-0.872013,0.0330608,0.0247541,0.487737,0.0510674,-0.0251389,0.664839
2.31164,2.43101,-0.998381,-0.561842,0.911374,-0.00126616,-0.872825,0.0330197,0.0248152,0.486282,0.0523775,-0.0233813,0.664853
2.30552,2.43984,-0.998395,-0.567896,0.907449,-0.00127137,-0.873635,0.0329763,0.0248754,0.484825,0.0511569,-0.0247784,0.664866
2.30552,2.43984,-0.998395,-0.567896,0.907449,-0.00127137,-0.874443,0.0329342,0.024936,0.483367,0.0525215,-0.0231348,0.664879
2.29935,2.44862,-0.998409,-0.57456,0.90449,-0.00128991,-0.875248,0.0328905,0.0249957,0.481908,0.0510626,-0.0246247,0.664892
2.29935,2.44862,-0.998409,-0.57456,0.90449,-0.00128991,-0.87605,0.0328435,0.0250554,0.480447,0.0545307,-0.0219962,0.664904
2.29312,2.45737,-0.998423,-0.58082,0.900918,-0.00130277,-0.876851,0.0327968,0.0251169,0.478985,0.0525162,-0.0249224,0.664914
2.29312,2.45737,-0.998423,-0.58082,0.900918,-0.00130277,-0.877648,0.0327508,0.0251798,0.477521,0.0546185,-0.0233728,0.664924
2.28682,2.46607,-0.998436,-0.587096,0.897356,-0.00131345,-0.878444,0.0327049,0.0252437,0.476056,0.0527419,-0.0258554,0.664934
2.28682,2.46607,-0.998436,-0.587096,0.897356,-0.00131345,-0.879237,0.0326552,0.0253074,0.47459,0.0561539,-0.0228862,0.664943
2.28047,2.47473,-0.99845,-0.592954,0.893084,-0.00132548,-0.880028,0.0326056,0.0253721,0.473122,0.0540298,-0.0256082,0.664951
2.28047,2.47473,-0.99845,-0.592954,0.893084,-0.00132548,-0.880816,0.0325574,0.0254373,0.471653,0.0554396,-0.023844,0.664959
2.27406,2.48334,-0.998465,-0.599146,0.889325,-0.00133514,-0.881601,0.0325106,0.0255023,0.470183,0.0529629,-0.0261155,0.664966
2.27406,2.48334,-0.998465,-0.599146,0.889325,-0.00133514,-0.882385,0.0324645,0.0255669,0.468711,0.0547287,-0.0239894,0.664972
2.26759,2.49192,-0.998479,-0.605152,0.885327,-0.0013391,-0.883165,0.0324151,0.0256302,0.467238,0.0536839,-0.0250966,0.664977
2.26759,2.49192,-0.998479,-0.605152,0.885327,-0.0013391,-0.883944,0.0323664,0.0256935,0.465764,0.0552877,-0.0232429,0.664981
2.26106,2.50045,-0.998493,-0.611044,0.881117,-0.00135748,-0.88472,0.0323153,0.0257559,0.464288,0.0539207,-0.0246609,0.664985
2.26106,2.50045,-0.998493,-0.611044,0.881117,-0.00135748,-0.885493,0.0322627,0.0258171,0.462811,0.056132,-0.0219339,0.664988
2.25447,2.50894,-0.998507,-0.616598,0.876437,-0.00136287,-0.886264,0.0322126,0.0258788,0.461333,0.0531555,-0.0248357,0.664991
2.25447,2.50894,-0.998507,-0.616598,0.876437,-0.00136287,-0.887033,0.0321658,0.0259402,0.459854,0.0537574,-0.0231062,0.664994
2.24783,2.51738,-0.998521,-0.623513,0.873695,-0.00136974,-0.887799,0.0321187,0.0259996,0.458373,0.0516257,-0.0244948,0.664996
2.24783,2.51738,-0.998521,-0.623513,0.873695,-0.00136974,-0.888562,0.0320684,0.0260587,0.456891,0.0554448,-0.0217608,0.664998
2.24113,2.52578,-0.998536,-0.628949,0.868873,-0.00137393,-0.889324,0.0320177,0.0261196,0.455408,0.0536547,-0.0246236,0.664999
2.24113,2.52578,-0.998536,-0.628949,0.868873,-0.00137393,-0.890082,0.0319682,0.0261815,0.453923,0.0549623,-0.0230154,0.665001
2.23437,2.53413,-0.99855,-0.635052,0.864896,-0.00138754,-0.890838,0.0319207,0.0262433,0.452437,0.0522977,-0.0254193,0.665002
2.23437,2.53413,-0.99855,-0.635052,0.864896,-0.00138754,-0.891592,0.0318706,0.0263037,0.45095,0.0551812,-0.0222636,0.665001
2.22755,2.54244,-0.998564,-0.64081,0.860545,-0.00139587,-0.892343,0.0318214,0.0263644,0.449462,0.0527159,-0.0248792,0.665001
2.22755,2.54244,-0.998564,-0.64081,0.860545,-0.00139587,-0.893092,0.0317703,0.0264239,0.447972,0.0552133,-0.0219574,0.665
2.22068,2.55071,-0.998579,-0.646704,0.856308,-0.00139791,-0.893838,0.0317209,0.0264838,0.446482,0.0524956,-0.0247029,0.664999
2.22068,2.55071,-0.998579,-0.646704,0.856308,-0.00139791,-0.894582,0.0316735,0.0265439,0.44499,0.0539304,-0.0229159,0.664998
2.21375,2.55892,-0.998593,-0.652333,0.851766,-0.0014042,-0.895323,0.031627,0.026604,0.443496,0.0516887,-0.0251728,0.664996
2.21375,2.55892,-0.998593,-0.652333,0.851766,-0.0014042,-0.896062,0.0315779,0.0266624,0.442002,0.0542378,-0.021997,0.664993
2.20677,2.56709,-0.998608,-0.657625,0.846762,-0.0014033,-0.896798,0.0315267,0.0267196,0.440506,0.0526059,-0.0235594,0.664991
2.20677,2.56709,-0.998608,-0.657625,0.846762,-0.0014033,-0.897532,0.0314787,0.0267768,0.439009,0.0530309,-0.0221085,0.664987
2.19973,2.57522,-0.998622,-0.663241,0.842197,-0.00141718,-0.898263,0.0314313,0.0268324,0.437511,0.0507613,-0.0236973,0.664984
2.19973,2.57522,-0.998622,-0.663241,0.842197,-0.00141718,-0.898991,0.0313872,0.0268876,0.436012,0.0514424,-0.0221028,0.664981
2.19263,2.58329,-0.998636,-0.668618,0.837296,-0.00141545,-0.899717,0.0313426,0.0269415,0.434512,0.049551,-0.0236337,0.664977
2.19263,2.58329,-0.998636,-0.668618,0.837296,-0.00141545,-0.900441,0.0313009,0.0269951,0.43301,0.0501776,-0.0220477,0.664972
2.18549,2.59132,-0.998651,-0.67497,0.833629,-0.00142172,-0.901162,0.0312591,0.0270472,0.431508,0.0481927,-0.0235617,0.664968
2.18549,2.59132,-0.998651,-0.67497,0.833629,-0.00142172,-0.90188,0.0312186,0.0270997,0.430004,0.0502136,-0.0219183,0.664963
2.17828,2.5993,-0.998665,-0.680842,0.829389,-0.00142398,-0.902596,0.0311744,0.0271524,0.428499,0.0496307,-0.023448,0.664958
2.17828,2.5993,-0.998665,-0.680842,0.829389,-0.00142398,-0.90331,0.0311299,0.0272065,0.426993,0.0519586,-0.0219019,0.664953
2.17102,2.60724,-0.99868,-0.686459,0.824783,-0.00142072,-0.904021,0.0310817,0.0272609,0.425485,0.0512651,-0.0235557,0.664947
2.17102,2.60724,-0.99868,-0.686459,0.824783,-0.00142072,-0.904729,0.0310339,0.0273166,0.423976,0.0531379,-0.0220231,0.664941
2.16371,2.61512,-0.998694,-0.692202,0.820362,-0.00141987,-0.905435,0.0309837,0.0273721,0.422466,0.052001,-0.023646,0.664935
2.16371,2.61512,-0.998694,-0.692202,0.820362,-0.00141987,-0.906139,0.030931,0.0274273,0.420955,0.0548167,-0.0210989,0.664928
2.15635,2.62295,-0.998708,-0.698221,0.81623,-0.00142552,-0.90684,0.0308763,0.0274826,0.419443,0.0534001,-0.0230826,0.664922
2.15635,2.62295,-0.998708,-0.698221,0.81623,-0.00142552,-0.907539,0.0308195,0.0275383,0.41793,0.0564175,-0.0207849,0.664915
2.14893,2.63074,-0.998723,-0.703403,0.811131,-0.00142472,-0.908235,0.0307607,0.0275948,0.416415,0.0550623,-0.0230079,0.664909
2.14893,2.63074,-0.998723,-0.703403,0.811131,-0.00142472,-0.908929,0.030702,0.0276513,0.414899,0.0567006,-0.0208986,0.664902
2.14146,2.63847,-0.998737,-0.709283,0.806849,-0.0014278,-0.90962,0.0306438,0.0277076,0.413382,0.054414,-0.0230965,0.664896
2.14146,2.63847,-0.998737,-0.709283,0.806849,-0.0014278,-0.910309,0.0305856,0.0277639,0.411864,0.0566636,-0.0210078,0.664888
2.13393,2.64616,-0.998751,-0.714537,0.801823,-0.001432,-0.910995,0.0305303,0.0278218,0.410345,0.0537952,-0.0242201,0.664881
2.13393,2.64616,-0.998751,-0.714537,0.801823,-0.001432,-0.911678,0.0304781,0.0278806,0.408824,0.0546672,-0.0228031,0.664874
2.12636,2.65379,-0.998765,-0.720398,0.797525,-0.00142762,-0.912359,0.0304284,0.0279395,0.407303,0.0519099,-0.0252634,0.664868
2.12636,2.65379,-0.998765,-0.720398,0.797525,-0.00142762,-0.913037,0.0303799,0.0279983,0.40578,0.0537692,-0.0233237,0.664859
2.11873,2.66137,-0.998779,-0.725161,0.791951,-0.00142865,-0.913712,0.0303279,0.0280562,0.404256,0.0529006,-0.0245844,0.664851
2.11873,2.66137,-0.998779,-0.725161,0.791951,-0.00142865,-0.914385,0.0302772,0.0281141,0.402732,0.0538492,-0.0227443,0.66484
2.11105,2.6689,-0.998794,-0.730436,0.786957,-0.00142311,-0.915056,0.030226,0.02817,0.401206,0.0518094,-0.0241251,0.66483
2.11105,2.6689,-0.998794,-0.730436,0.786957,-0.00142311,-0.915724,0.0301775,0.0282255,0.399679,0.0526864,-0.0223216,0.664819
2.10332,2.67638,-0.998808,-0.735308,0.781512,-0.00141687,-0.916389,0.0301282,0.0282793,0.398151,0.0508438,-0.0237746,0.664809
2.10332,2.67638,-0.998808,-0.735308,0.781512,-0.00141687,-0.917051,0.0300817,0.0283328,0.396622,0.0514525,-0.0219948,0.664797
2.09554,2.68381,-0.998822,-0.741337,0.777365,-0.00142629,-0.917711,0.030038,0.0283857,0.395092,0.0485041,-0.0243182,0.664786
2.09554,2.68381,-0.998822,-0.741337,0.777365,-0.00142629,-0.918369,0.0299953,0.0284384,0.393561,0.0506317,-0.0223113,0.664773
2.08771,2.69118,-0.998836,-0.747102,0.772882,-0.0014217,-0.919024,0.0299483,0.0284904,0.392029,0.0501835,-0.023536,0.664762
2.08771,2.69118,-0.998836,-0.747102,0.772882,-0.0014217,-0.919676,0.0298965,0.0285423,0.390496,0.0539819,-0.0207804,0.664749
2.07982,2.69851,-0.99885,-0.751674,0.767131,-0.00140526,-0.920327,0.0298405,0.0285946,0.388961,0.0533476,-0.0226224,0.664737
2.07982,2.69851,-0.99885,-0.751674,0.767131,-0.00140526,-0.920974,0.0297837,0.0286466,0.387426,0.0549964,-0.0202983,0.664723
2.07189,2.70577,-0.998863,-0.756781,0.761968,-0.00140943,-0.921619,0.0297273,0.0286981,0.385889,0.0527159,-0.0224015,0.664711
2.07189,2.70577,-0.998863,-0.756781,0.761968,-0.00140943,-0.922262,0.0296751,0.0287505,0.384352,0.0531853,-0.0213232,0.664699
2.06391,2.71299,-0.998877,-0.761344,0.756293,-0.00140779,-0.922901,0.0296263,0.0288035,0.382813,0.0502586,-0.0240358,0.664688
2.06391,2.71299,-0.998877,-0.761344,0.756293,-0.00140779,-0.923538,0.0295774,0.0288546,0.381274,0.0517833,-0.0210963,0.664675
2.05588,2.72015,-0.998891,-0.767869,0.752517,-0.00140057,-0.924173,0.0295318,0.0289053,0.379733,0.0485627,-0.0237518,0.664663
2.05588,2.72015,-0.998891,-0.767869,0.752517,-0.00140057,-0.924804,0.0294873,0.0289566,0.378192,0.0511841,-0.021963,0.664651
2.04781,2.72726,-0.998904,-0.77287,0.74725,-0.00139235,-0.925434,0.0294372,0.0290082,0.376649,0.0512263,-0.0234036,0.664639
2.04781,2.72726,-0.998904,-0.77287,0.74725,-0.00139235,-0.92606,0.029386,0.0290613,0.375106,0.0534983,-0.0217928,0.664625
2.03968,2.73431,-0.998918,-0.777268,0.741386,-0.00138879,-0.926685,0.0293316,0.0291142,0.373561,0.0525924,-0.0233673,0.664613
2.03968,2.73431,-0.998918,-0.777268,0.741386,-0.00138879,-0.927306,0.0292788,0.0291676,0.372015,0.0534944,-0.0217615,0.6646
2.03151,2.74131,-0.998931,-0.782319,0.736161,-0.0013819,-0.927925,0.029229,0.029221,0.370469,0.050495,-0.0242669,0.664587
2.03151,2.74131,-0.998931,-0.782319,0.736161,-0.0013819,-0.928541,0.0291815,0.0292739,0.368921,0.051679,-0.0223069,0.664574
2.02329,2.74825,-0.998944,-0.786391,0.730003,-0.00137957,-0.929155,0.0291351,0.0293266,0.367372,0.0493752,-0.0244346,0.664561
2.02329,2.74825,-0.998944,-0.786391,0.730003,-0.00137957,-0.929766,0.0290876,0.0293764,0.365823,0.0508812,-0.0210884,0.664546
2.01502,2.75513,-0.998958,-0.792506,0.725784,-0.00137305,-0.930374,0.0290432,0.0294252,0.364273,0.0476661,-0.0235008,0.664533
2.01502,2.75513,-0.998958,-0.792506,0.725784,-0.00137305,-0.93098,0.0289999,0.029474,0.362721,0.050038,-0.0215335,0.664518
2.0067,2.76196,-0.998971,-0.798003,0.720936,-0.00136097,-0.931583,0.0289547,0.0295238,0.361169,0.0489051,-0.023775,0.664505
2.0067,2.76196,-0.998971,-0.798003,0.720936,-0.00136097,-0.932184,0.0289034,0.0295731,0.359615,0.0533315,-0.020597,0.664491
1.99834,2.76874,-0.998984,-0.802058,0.7148,-0.00135029,-0.932782,0.0288501,0.0296241,0.358061,0.0519112,-0.0233291,0.664478
1.99834,2.76874,-0.998984,-0.802058,0.7148,-0.00135029,-0.933378,0.0287973,0.029676,0.356505,0.0532809,-0.0215683,0.664464
1.98994,2.77546,-0.998997,-0.807596,0.710023,-0.00134345,-0.933971,0.0287465,0.0297279,0.354949,0.0506006,-0.0239231,0.664452
1.98994,2.77546,-0.998997,-0.807596,0.710023,-0.00134345,-0.934561,0.0286963,0.0297797,0.353392,0.0528018,-0.0218762,0.664438
1.98148,2.78212,-0.99901,-0.810705,0.703079,-0.00133141,-0.935149,0.0286449,0.029832,0.351833,0.0512993,-0.0240399,0.664426
1.98148,2.78212,-0.99901,-0.810705,0.703079,-0.00133141,-0.935734,0.0285927,0.0298816,0.350274,0.0521685,-0.0208251,0.664412
1.97299,2.78872,-0.999022,-0.817166,0.699042,-0.00132932,-0.936316,0.0285448,0.02993,0.348714,0.0485583,-0.023234,0.664399
1.97299,2.78872,-0.999022,-0.817166,0.699042,-0.00132932,-0.936896,0.0284982,0.0299782,0.347153,0.0511743,-0.0211983,0.664385
1.96444,2.79527,-0.999035,-0.821816,0.693461,-0.00131929,-0.937473,0.028449,0.0300277,0.345591,0.0502599,-0.0234872,0.664372
1.96444,2.79527,-0.999035,-0.821816,0.693461,-0.00131929,-0.938048,0.0283978,0.030078,0.344028,0.0528527,-0.0214902,0.664359
1.95586,2.80175,-0.999047,-0.825685,0.687194,-0.0013098,-0.93862,0.0283456,0.030129,0.342464,0.0512851,-0.023683,0.664346
1.95586,2.80175,-0.999047,-0.825685,0.687194,-0.0013098,-0.939189,0.028291,0.0301778,0.340899,0.0533798,-0.0204463,0.664332
1.94723,2.80819,-0.99906,-0.830742,0.681939,-0.00130665,-0.939756,0.0282386,0.0302265,0.339334,0.0504494,-0.0230079,0.66432
1.94723,2.80819,-0.99906,-0.830742,0.681939,-0.00130665,-0.94032,0.0281878,0.0302751,0.337767,0.0521271,-0.0210595,0.664307
1.93855,2.81456,-0.999072,-0.835452,0.676419,-0.00129614,-0.940882,0.0281372,0.030324,0.336199,0.0501731,-0.0233152,0.664295
1.93855,2.81456,-0.999072,-0.835452,0.676419,-0.00129614,-0.941441,0.0280832,0.0303714,0.334631,0.0532914,-0.0201911,0.664282
1.92983,2.82087,-0.999084,-0.839763,0.670545,-0.0012766,-0.941997,0.0280293,0.0304194,0.333062,0.0511573,-0.0227516,0.664271
1.92983,2.82087,-0.999084,-0.839763,0.670545,-0.0012766,-0.942551,0.0279766,0.0304678,0.331491,0.0525766,-0.0209308,0.664258
1.92107,2.82713,-0.999096,-0.844895,0.665342,-0.00127272,-0.943102,0.0279251,0.0305163,0.32992,0.0501975,-0.0232455,0.664247
1.92107,2.82713,-0.999096,-0.844895,0.665342,-0.00127272,-0.943651,0.0278699,0.0305633,0.328348,0.0537815,-0.0200399,0.664234
1.91227,2.83332,-0.999108,-0.848618,0.659002,-0.00125791,-0.944197,0.0278107,0.0306095,0.326775,0.0529334,-0.0216449,0.664223
1.91227,2.83332,-0.999108,-0.848618,0.659002,-0.00125791,-0.94474,0.0277509,0.0306548,0.325202,0.0544403,-0.0191798,0.664211
1.90343,2.83946,-0.99912,-0.853149,0.653296,-0.00125237,-0.945281,0.027695,0.030701,0.323627,0.0510627,-0.0222516,0.6642
1.90343,2.83946,-0.99912,-0.853149,0.653296,-0.00125237,-0.945819,0.027639,0.030746,0.322051,0.0531762,-0.0195271,0.664189
1.89454,2.84553,-0.999131,-0.858167,0.648013,-0.00123843,-0.946354,0.0275855,0.0307918,0.320475,0.0502786,-0.0224096,0.66418
1.89454,2.84553,-0.999131,-0.858167,0.648013,-0.00123843,-0.946887,0.0275337,0.0308385,0.318898,0.0521063,-0.0208007,0.66417
1.88561,2.85155,-0.999143,-0.861882,0.64169,-0.00122375,-0.947417,0.0274788,0.0308846,0.31732,0.051256,-0.0223415,0.66416
1.88561,2.85155,-0.999143,-0.861882,0.64169,-0.00122375,-0.947945,0.0274251,0.0309315,0.315741,0.0523104,-0.0207254,0.66415
1.87664,2.8575,-0.999154,-0.864864,0.63484,-0.00121116,-0.948469,0.0273711,0.030977,0.314161,0.0503859,-0.0223091,0.664141
1.87664,2.8575,-0.999154,-0.864864,0.63484,-0.00121116,-0.948991,0.0273212,0.0310223,0.31258,0.0500012,-0.0206772,0.664131
1.86763,2.8634,-0.999165,-0.870013,0.629616,-0.00120401,-0.949511,0.0272741,0.031065,0.310999,0.0470176,-0.0221316,0.664121
1.86763,2.8634,-0.999165,-0.870013,0.629616,-0.00120401,-0.950027,0.02723,0.0311074,0.309417,0.0483839,-0.0203768,0.66411
1.85859,2.86923,-0.999176,-0.874393,0.623808,-0.00119508,-0.950541,0.0271833,0.0311489,0.307834,0.0474341,-0.0218214,0.6641
1.85859,2.86923,-0.999176,-0.874393,0.623808,-0.00119508,-0.951053,0.0271336,0.0311897,0.306251,0.0503893,-0.0191832,0.664089
1.8495,2.87501,-0.999187,-0.879009,0.618151,-0.00117503,-0.951562,0.0270815,0.0312303,0.304666,0.0491889,-0.0211236,0.66408
1.8495,2.87501,-0.999187,-0.879009,0.618151,-0.00117503,-0.952068,0.0270271,0.031271,0.30308,0.052149,-0.0188546,0.664069
1.84037,2.88072,-0.999198,-0.883319,0.612299,-0.00116777,-0.952572,0.0269739,0.0313141,0.301494,0.0498399,-0.0220703,0.66406
1.84037,2.88072,-0.999198,-0.883319,0.612299,-0.00116777,-0.953073,0.026922,0.031359,0.299907,0.0515769,-0.020706,0.66405
1.8312,2.88637,-0.999209,-0.8886,0.607104,-0.00114865,-0.953571,0.0268677,0.0314035,0.298319,0.0505217,-0.0223591,0.66404
1.8312,2.88637,-0.999209,-0.8886,0.607104,-0.00114865,-0.954067,0.0268091,0.031448,0.29673,0.0545689,-0.0198309,0.66403
1.822,2.89196,-0.999219,-0.892423,0.600956,-0.0011411,-0.95456,0.026746,0.0314932,0.29514,0.0540803,-0.0218793,0.66402
1.822,2.89196,-0.999219,-0.892423,0.600956,-0.0011411,-0.955051,0.0266837,0.0315407,0.293549,0.0556,-0.0207591,0.66401
1.81276,2.89748,-0.999229,-0.896093,0.594635,-0.00112928,-0.955539,0.0266204,0.0315881,0.291958,0.0540087,-0.02269,0.664002
1.81276,2.89748,-0.999229,-0.896093,0.594635,-0.00112928,-0.956024,0.0265598,0.0316366,0.290365,0.0547426,-0.0212813,0.663992
1.80348,2.90295,-0.99924,-0.898596,0.587551,-0.00110884,-0.956506,0.0265023,0.0316855,0.288772,0.0517682,-0.0238414,0.663983
1.80348,2.90295,-0.99924,-0.898596,0.587551,-0.00110884,-0.956986,0.0264464,0.0317315,0.287179,0.0521036,-0.0207559,0.663973
1.79416,2.90835,-0.99925,-0.904587,0.582812,-0.00109994,-0.957463,0.0263962,0.0317766,0.285584,0.0480766,-0.0232856,0.663964
1.79416,2.90835,-0.99925,-0.904587,0.582812,-0.00109994,-0.957937,0.0263479,0.0318216,0.283989,0.0505586,-0.0213115,0.663954
1.78481,2.91368,-0.99926,-0.908168,0.576469,-0.00108633,-0.958409,0.0262969,0.0318676,0.282393,0.0497006,-0.0235603,0.663945
1.78481,2.91368,-0.99926,-0.908168,0.576469,-0.00108633,-0.958878,0.0262442,0.0319143,0.280797,0.0520302,-0.0215449,0.663933
1.77542,2.91896,-0.99927,-0.912183,0.570398,-0.00107562,-0.959344,0.0261879,0.0319596,0.279199,0.0512391,-0.0227444,0.663923
1.77542,2.91896,-0.99927,-0.912183,0.570398,-0.00107562,-0.959808,0.0261286,0.0320034,0.277601,0.0541567,-0.0198848,0.663911
1.76599,2.92417,-0.999279,-0.915655,0.564008,-0.00106363,-0.960269,0.0260702,0.0320485,0.276002,0.0517301,-0.022745,0.663902
1.76599,2.92417,-0.999279,-0.915655,0.564008,-0.00106363,-0.960727,0.0260137,0.0320943,0.274402,0.0528711,-0.0210788,0.663891
1.75653,2.92932,-0.999289,-0.918457,0.557204,-0.00104706,-0.961183,0.025959,0.0321404,0.272802,0.0503292,-0.0234138,0.663881
1.75653,2.92932,-0.999289,-0.918457,0.557204,-0.00104706,-0.961636,0.0259069,0.0321859,0.2712,0.0507878,-0.021368,0.66387
1.74704,2.9344,-0.999298,-0.922797,0.551336,-0.00103603,-0.962086,0.0258579,0.0322304,0.269599,0.0477393,-0.0234252,0.66386
1.74704,2.9344,-0.999298,-0.922797,0.551336,-0.00103603,-0.962533,0.0258103,0.032274,0.267996,0.0494811,-0.0211241,0.66385
1.73751,2.93942,-0.999308,-0.927144,0.545451,-0.00102542,-0.962978,0.0257623,0.0323174,0.266393,0.0476926,-0.0231863,0.66384
1.73751,2.93942,-0.999308,-0.927144,0.545451,-0.00102542,-0.96342,0.0257096,0.0323589,0.264789,0.0515885,-0.0199043,0.663827
1.72795,2.94438,-0.999317,-0.930154,0.538802,-0.00101328,-0.96386,0.0256555,0.0324014,0.263185,0.049966,-0.0224565,0.663818
1.72795,2.94438,-0.999317,-0.930154,0.538802,-0.00101328,-0.964297,0.0256018,0.0324445,0.261579,0.0514899,-0.0205792,0.663808
1.71835,2.94927,-0.999326,-0.933858,0.532566,-0.000989658,-0.964731,0.0255464,0.0324859,0.259973,0.0499801,-0.0219673,0.663798
1.71835,2.94927,-0.999326,-0.933858,0.532566,-0.000989658,-0.965163,0.0254926,0.0325277,0.258366,0.0513367,-0.0203004,0.663788
1.70872,2.95409,-0.999335,-0.936843,0.525882,-0.000988319,-0.965592,0.0254372,0.0325685,0.256759,0.0499672,-0.0218224,0.663779
1.70872,2.95409,-0.999335,-0.936843,0.525882,-0.000988319,-0.966018,0.0253838,0.0326097,0.255151,0.0507767,-0.020204,0.663769
1.69906,2.95886,-0.999343,-0.941117,0.519937,-0.000965982,-0.966441,0.0253304,0.0326494,0.253542,0.0488595,-0.0216958,0.663761
1.69906,2.95886,-0.999343,-0.941117,0.519937,-0.000965982,-0.966862,0.0252784,0.0326897,0.251933,0.0506398,-0.0200299,0.663753
1.68936,2.96355,-0.999352,-0.944735,0.513637,-0.000954386,-0.96728,0.0252235,0.0327292,0.250323,0.0497445,-0.0216157,0.663745
1.68936,2.96355,-0.999352,-0.944735,0.513637,-0.000954386,-0.967696,0.0251689,0.0327698,0.248712,0.0516382,-0.0200337,0.663737
