p_x,p_y,p_z,dp_x,dp_y,dp_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z
-0.452638,1.26969,-0.988266,-0.0347828,-0.212457,0.00938801,0.654399,-0.00242505,-0.010733,0.756069,-0.00273361,0.00328614,0.139002
-0.452638,1.26969,-0.988266,-0.0347828,-0.212457,0.00938801,0.654136,-0.00243891,-0.0107306,0.756297,-0.00184434,0.00357107,0.139025
-0.452873,1.26748,-0.988176,-0.0333683,-0.213531,0.0093343,0.653871,-0.00245051,-0.0107242,0.756526,0.00063427,0.00400892,0.141198
-0.452873,1.26748,-0.988176,-0.0333683,-0.213531,0.0093343,0.653604,-0.00246093,-0.0107158,0.756757,0.000472909,0.00394807,0.140995
-0.453094,1.26526,-0.988088,-0.0319624,-0.214601,0.00927383,0.653338,-0.00247266,-0.0107102,0.756987,-0.00141276,0.00343462,0.140822
-0.453094,1.26526,-0.988088,-0.0319624,-0.214601,0.00927383,0.653071,-0.0024848,-0.0107057,0.757217,-0.000880067,0.00350779,0.14076
-0.453302,1.26304,-0.988001,-0.0305615,-0.215684,0.00920567,0.652805,-0.0024975,-0.0107028,0.757446,-0.00223789,0.00309166,0.140707
-0.453302,1.26304,-0.988001,-0.0305615,-0.215684,0.00920567,0.652539,-0.00251005,-0.0106999,0.757676,-0.00133938,0.00322608,0.140755
-0.453496,1.2608,-0.987917,-0.0291607,-0.216663,0.00910734,0.652272,-0.00252275,-0.0106979,0.757905,-0.00242904,0.00285481,0.140796
-0.453496,1.2608,-0.987917,-0.0291607,-0.216663,0.00910734,0.652005,-0.00253513,-0.0106956,0.758135,-0.00143106,0.00304664,0.140937
-0.453677,1.25855,-0.987834,-0.0277535,-0.217589,0.00900291,0.651738,-0.00254766,-0.010694,0.758365,-0.00248788,0.00270956,0.141057
-0.453677,1.25855,-0.987834,-0.0277535,-0.217589,0.00900291,0.65147,-0.00255995,-0.0106921,0.758595,-0.00152042,0.00294585,0.141273
-0.453845,1.2563,-0.987753,-0.0263898,-0.218699,0.00888982,0.6512,-0.00256974,-0.0106859,0.758827,0.00107004,0.00333097,0.143664
-0.453845,1.2563,-0.987753,-0.0263898,-0.218699,0.00888982,0.650927,-0.00257817,-0.0106778,0.759061,0.000949246,0.00324153,0.143616
-0.453999,1.25403,-0.987674,-0.02501,-0.219668,0.00875396,0.650652,-0.00258529,-0.0106677,0.759296,0.0025833,0.00345053,0.145792
-0.453999,1.25403,-0.987674,-0.02501,-0.219668,0.00875396,0.650376,-0.00259211,-0.0106574,0.759533,0.00173092,0.0032405,0.145529
-0.45414,1.25175,-0.987598,-0.0236507,-0.220736,0.00862183,0.6501,-0.00260094,-0.0106512,0.75977,-0.00062178,0.00264621,0.145306
-0.45414,1.25175,-0.987598,-0.0236507,-0.220736,0.00862183,0.649824,-0.00261066,-0.0106469,0.760006,-0.000405836,0.00266957,0.145195
-0.454269,1.24947,-0.987524,-0.0222767,-0.221625,0.00846228,0.649546,-0.00261885,-0.0106399,0.760243,0.00144,0.00298307,0.147339
-0.454269,1.24947,-0.987524,-0.0222767,-0.221625,0.00846228,0.649266,-0.00262658,-0.0106322,0.760482,0.000795703,0.00285728,0.147017
-0.454384,1.24717,-0.987452,-0.0209222,-0.222585,0.00830444,0.648987,-0.00263617,-0.0106282,0.760721,-0.00143022,0.00231661,0.146743
-0.454384,1.24717,-0.987452,-0.0209222,-0.222585,0.00830444,0.648708,-0.00264665,-0.0106258,0.760958,-0.00117771,0.00240959,0.146587
-0.454486,1.24486,-0.987383,-0.019579,-0.223615,0.008126,0.64843,-0.00265814,-0.0106254,0.761196,-0.00278191,0.00201028,0.146455
-0.454486,1.24486,-0.987383,-0.019579,-0.223615,0.008126,0.648151,-0.00266978,-0.0106254,0.761433,-0.00197854,0.00218398,0.146431
-0.454576,1.24255,-0.987317,-0.0182544,-0.224742,0.0079401,0.647872,-0.00268182,-0.0106263,0.76167,-0.0031902,0.00183796,0.146411
-0.454576,1.24255,-0.987317,-0.0182544,-0.224742,0.0079401,0.647593,-0.00269347,-0.010627,0.761907,-0.00206282,0.00200551,0.146497
-0.454653,1.24022,-0.987253,-0.0169357,-0.225861,0.00775205,0.647312,-0.00270226,-0.0106232,0.762147,0.000710959,0.00234443,0.148851
-0.454653,1.24022,-0.987253,-0.0169357,-0.225861,0.00775205,0.647028,-0.00270946,-0.0106172,0.762387,0.000635817,0.00222549,0.148691
-0.454717,1.23788,-0.987191,-0.0156027,-0.226744,0.00755418,0.646745,-0.00271782,-0.0106141,0.762628,-0.00124276,0.00168683,0.148555
-0.454717,1.23788,-0.987191,-0.0156027,-0.226744,0.00755418,0.646462,-0.00272668,-0.0106121,0.762868,-0.00077662,0.00180854,0.148537
-0.454768,1.23554,-0.987133,-0.0142772,-0.227522,0.00732608,0.646179,-0.00273632,-0.0106117,0.763107,-0.00224929,0.00143433,0.148521
-0.454768,1.23554,-0.987133,-0.0142772,-0.227522,0.00732608,0.645895,-0.00274633,-0.0106117,0.763347,-0.00165651,0.00166975,0.148612
-0.454807,1.23318,-0.987077,-0.0129796,-0.228727,0.00711341,0.645609,-0.00275428,-0.0106107,0.76359,-0.000594091,0.000916508,0.151
-0.454807,1.23318,-0.987077,-0.0129796,-0.228727,0.00711341,0.645321,-0.00276109,-0.0106086,0.763833,-0.000297247,0.00125296,0.150838
-0.454833,1.23082,-0.987024,-0.0116793,-0.22974,0.00688591,0.645033,-0.00276928,-0.0106082,0.764076,-0.00193262,0.00102532,0.1507
-0.454833,1.23082,-0.987024,-0.0116793,-0.22974,0.00688591,0.644745,-0.00277795,-0.0106081,0.764319,-0.00118117,0.00131355,0.150679
-0.454846,1.22844,-0.986974,-0.0103761,-0.230605,0.0066419,0.644457,-0.0027873,-0.0106089,0.764562,-0.00246613,0.00105116,0.15066
-0.454846,1.22844,-0.986974,-0.0103761,-0.230605,0.0066419,0.644169,-0.00279676,-0.0106095,0.764804,-0.00156861,0.00135317,0.150748
-0.454848,1.22606,-0.986927,-0.00908407,-0.231534,0.00639925,0.643881,-0.00280673,-0.0106109,0.765047,-0.00276518,0.00109204,0.150823
-0.454848,1.22606,-0.986927,-0.00908407,-0.231534,0.00639925,0.643592,-0.00281661,-0.010612,0.76529,-0.00175043,0.00136912,0.151
-0.454836,1.22366,-0.986883,-0.00780381,-0.232648,0.00615243,0.643303,-0.00282681,-0.0106136,0.765533,-0.00287378,0.00108651,0.151152
-0.454836,1.22366,-0.986883,-0.00780381,-0.232648,0.00615243,0.643013,-0.0028366,-0.0106147,0.765776,-0.00165387,0.00129826,0.151403
-0.454813,1.22126,-0.986842,-0.00652912,-0.233643,0.00589496,0.642721,-0.00284359,-0.0106111,0.766022,0.00110023,0.00168104,0.15398
-0.454813,1.22126,-0.986842,-0.00652912,-0.233643,0.00589496,0.642426,-0.00284912,-0.0106054,0.766269,0.00100496,0.0015984,0.15394
-0.454777,1.21884,-0.986804,-0.00525695,-0.234569,0.00562455,0.642131,-0.00285592,-0.0106026,0.766516,-0.000937842,0.00107688,0.153906
-0.454777,1.21884,-0.986804,-0.00525695,-0.234569,0.00562455,0.641836,-0.00286324,-0.0106009,0.766763,-0.000473225,0.00117569,0.153982
-0.454729,1.21642,-0.98677,-0.00399373,-0.235627,0.00535678,0.641541,-0.00287133,-0.010601,0.76701,-0.0019916,0.000779785,0.154047
-0.454729,1.21642,-0.98677,-0.00399373,-0.235627,0.00535678,0.641245,-0.00287942,-0.0106012,0.767257,-0.00108809,0.000931846,0.15421
-0.454668,1.21399,-0.986738,-0.00273087,-0.236628,0.0050822,0.640949,-0.00288777,-0.0106024,0.767505,-0.00227799,0.000575035,0.154349
-0.454668,1.21399,-0.986738,-0.00273087,-0.236628,0.0050822,0.640653,-0.0028958,-0.0106033,0.767752,-0.00119432,0.000768517,0.154583
-0.454596,1.21154,-0.986709,-0.00147666,-0.237438,0.00480065,0.640356,-0.00290393,-0.0106048,0.768,-0.00226515,0.000439109,0.154783
-0.454596,1.21154,-0.986709,-0.00147666,-0.237438,0.00480065,0.640058,-0.00291188,-0.010606,0.768248,-0.00132145,0.000677403,0.155075
-0.454511,1.20909,-0.986684,-0.000225798,-0.238514,0.00451595,0.639757,-0.00291734,-0.0106029,0.768498,0.00134979,0.00106388,0.157739
-0.454511,1.20909,-0.986684,-0.000225798,-0.238514,0.00451595,0.639454,-0.00292148,-0.0105977,0.768751,0.00118172,0.000992412,0.157719
-0.454414,1.20663,-0.986662,0.00101663,-0.239375,0.004228,0.639151,-0.00292703,-0.0105955,0.769003,-0.000850098,0.000477485,0.157702
-0.454414,1.20663,-0.986662,0.00101663,-0.239375,0.004228,0.638848,-0.00293328,-0.0105947,0.769255,-0.000497018,0.000590141,0.157789
-0.454306,1.20416,-0.986643,0.00225974,-0.240455,0.00393593,0.638541,-0.00293764,-0.0105932,0.769509,0.000458956,-0.000164937,0.160299
-0.454306,1.20416,-0.986643,0.00225974,-0.240455,0.00393593,0.638233,-0.00294116,-0.0105911,0.769765,0.000449346,0.000109913,0.160105
-0.454185,1.20168,-0.986627,0.00348785,-0.241382,0.00362713,0.637925,-0.0029464,-0.0105914,0.77002,-0.0014558,-0.000159279,0.15994
-0.454185,1.20168,-0.986627,0.00348785,-0.241382,0.00362713,0.637617,-0.0029524,-0.0105923,0.770275,-0.000855016,0.00012149,0.159883
-0.454052,1.19919,-0.986615,0.00471605,-0.242175,0.00333004,0.63731,-0.0029593,-0.0105945,0.770529,-0.00231216,-0.000150503,0.159835
-0.454052,1.19919,-0.986615,0.00471605,-0.242175,0.00333004,0.637002,-0.00296655,-0.0105969,0.770784,-0.00156007,0.000145289,0.159886
-0.453908,1.19669,-0.986606,0.0059426,-0.243361,0.0030368,0.636691,-0.00297169,-0.0105976,0.771041,-0.000321927,-0.000477846,0.162397
-0.453908,1.19669,-0.986606,0.0059426,-0.243361,0.0030368,0.636378,-0.00297564,-0.0105971,0.771299,7.68699e-06,-0.000155334,0.162172
-0.453751,1.19418,-0.9866,0.00716344,-0.244281,0.00272779,0.636065,-0.00298092,-0.0105983,0.771557,-0.00164756,-0.000393665,0.161981
-0.453751,1.19418,-0.9866,0.00716344,-0.244281,0.00272779,0.635753,-0.00298674,-0.0105998,0.771814,-0.000949158,-0.000105644,0.161902
-0.453583,1.19166,-0.986597,0.00837708,-0.245344,0.00241721,0.635438,-0.00299043,-0.0105972,0.772074,0.00160822,0.000310781,0.164323
-0.453583,1.19166,-0.986597,0.00837708,-0.245344,0.00241721,0.635121,-0.00299308,-0.0105928,0.772334,0.0012647,0.000254516,0.163991
-0.453403,1.18913,-0.986597,0.0095845,-0.246169,0.00210948,0.634804,-0.00299738,-0.0105917,0.772595,-0.000907987,-0.00024842,0.163708
-0.453403,1.18913,-0.986597,0.0095845,-0.246169,0.00210948,0.634488,-0.00300252,-0.0105921,0.772854,-0.000566953,-0.000105916,0.163543
-0.453211,1.18659,-0.986601,0.0107821,-0.246939,0.00179402,0.634172,-0.00300868,-0.0105944,0.773113,-0.00221941,-0.000474104,0.163403
-0.453211,1.18659,-0.986601,0.0107821,-0.246939,0.00179402,0.633857,-0.0030153,-0.0105974,0.773372,-0.00162421,-0.000253839,0.163371
-0.453008,1.18405,-0.986608,0.011993,-0.248122,0.00148833,0.633541,-0.00302271,-0.0106016,0.773631,-0.00306048,-0.00056732,0.163344
-0.453008,1.18405,-0.986608,0.011993,-0.248122,0.00148833,0.633225,-0.00302984,-0.0106056,0.77389,-0.00182159,-0.000374836,0.163423
-0.452793,1.18149,-0.986618,0.0131917,-0.249036,0.00117645,0.632908,-0.00303693,-0.01061,0.774148,-0.00288208,-0.000723376,0.163491
-0.452793,1.18149,-0.986618,0.0131917,-0.249036,0.00117645,0.632592,-0.00304355,-0.0106139,0.774407,-0.00168605,-0.000511975,0.163662
-0.452566,1.17892,-0.986631,0.0143836,-0.25003,0.000862542,0.632272,-0.00304733,-0.0106131,0.774668,0.00116545,-0.000149614,0.166348
-0.452566,1.17892,-0.986631,0.0143836,-0.25003,0.000862542,0.631949,-0.00304962,-0.01061,0.774931,0.00104813,-0.000236289,0.166218
-0.452327,1.17635,-0.986648,0.0155683,-0.250911,0.000540834,0.631628,-0.00305325,-0.01061,0.775193,-0.00102881,-0.000770895,0.166107
-0.452327,1.17635,-0.986648,0.0155683,-0.250911,0.000540834,0.631306,-0.00305744,-0.0106113,0.775456,-0.000523597,-0.000663548,0.166112
-0.452077,1.17377,-0.986667,0.0167473,-0.251752,0.000233392,0.630983,-0.00306242,-0.0106143,0.775718,-0.00211184,-0.00106084,0.166115
-0.452077,1.17377,-0.986667,0.0167473,-0.251752,0.000233392,0.630661,-0.00306762,-0.0106177,0.77598,-0.00135845,-0.000870277,0.166223
-0.451816,1.17117,-0.98669,0.0179397,-0.252839,-8.32883e-05,0.630336,-0.0030704,-0.010617,0.776244,0.00131774,-0.000526312,0.168885
-0.451816,1.17117,-0.98669,0.0179397,-0.252839,-8.32883e-05,0.630008,-0.00307191,-0.0106143,0.77651,0.0010671,-0.000619522,0.168697
-0.451543,1.16857,-0.986715,0.019115,-0.253703,-0.000395606,0.629678,-0.00307215,-0.0106098,0.776778,0.00276971,-0.000431591,0.171118
-0.451543,1.16857,-0.986715,0.019115,-0.253703,-0.000395606,0.629346,-0.00307218,-0.0106051,0.777047,0.00178299,-0.00063025,0.170692
-0.451258,1.16596,-0.986744,0.0203005,-0.254823,-0.000706258,0.629012,-0.00307142,-0.0105995,0.777318,0.00325926,-0.000548377,0.17292
-0.451258,1.16596,-0.986744,0.0203005,-0.254823,-0.000706258,0.628676,-0.00307057,-0.0105943,0.777589,0.00211776,-0.00080994,0.172298
-0.450962,1.16334,-0.986776,0.0214611,-0.255607,-0.00101105,0.628342,-0.00307207,-0.0105939,0.777859,-0.000625106,-0.00143662,0.171768
-0.450962,1.16334,-0.986776,0.0214611,-0.255607,-0.00101105,0.628008,-0.00307494,-0.0105961,0.778129,-0.000696578,-0.0013715,0.17137
-0.450655,1.16071,-0.986811,0.0226202,-0.256457,-0.00133025,0.627675,-0.00307927,-0.010601,0.778397,-0.00266835,-0.00178444,0.171031
-0.450655,1.16071,-0.986811,0.0226202,-0.256457,-0.00133025,0.627343,-0.00308421,-0.0106068,0.778665,-0.00210733,-0.00159642,0.170814
-0.450336,1.15807,-0.986848,0.0237859,-0.257421,-0.00163219,0.62701,-0.00308998,-0.0106142,0.778933,-0.00363829,-0.00193441,0.17063
-0.450336,1.15807,-0.986848,0.0237859,-0.257421,-0.00163219,0.626678,-0.0030957,-0.0106215,0.7792,-0.00256393,-0.00170313,0.170566
-0.450006,1.15542,-0.986889,0.0249433,-0.258333,-0.00193642,0.626346,-0.00310169,-0.0106296,0.779467,-0.00377737,-0.00202421,0.170511
-0.450006,1.15542,-0.986889,0.0249433,-0.258333,-0.00193642,0.626013,-0.00310736,-0.0106372,0.779734,-0.00259391,-0.00179167,0.170574
-0.449664,1.15276,-0.986933,0.0261094,-0.259337,-0.00224552,0.62568,-0.00311313,-0.0106453,0.780001,-0.00370295,-0.0021065,0.170627
-0.449664,1.15276,-0.986933,0.0261094,-0.259337,-0.00224552,0.625347,-0.00311835,-0.0106527,0.780268,-0.002342,-0.00188096,0.170793
-0.449311,1.1501,-0.986979,0.027263,-0.260227,-0.00254229,0.625014,-0.00312347,-0.0106604,0.780535,-0.00336843,-0.00220795,0.170934
-0.449311,1.1501,-0.986979,0.027263,-0.260227,-0.00254229,0.62468,-0.00312801,-0.0106673,0.780802,-0.0020273,-0.00196521,0.171184
-0.448947,1.14742,-0.987028,0.028395,-0.260947,-0.0028386,0.624345,-0.00313251,-0.0106745,0.781069,-0.00306348,-0.00227809,0.171397
-0.448947,1.14742,-0.987028,0.028395,-0.260947,-0.0028386,0.62401,-0.00313669,-0.0106811,0.781337,-0.00194689,-0.00201477,0.171713
-0.448571,1.14474,-0.98708,0.0295671,-0.262103,-0.00313771,0.623674,-0.00314115,-0.0106884,0.781605,-0.00315241,-0.00231647,0.171983
-0.448571,1.14474,-0.98708,0.0295671,-0.262103,-0.00313771,0.623338,-0.003145,-0.0106949,0.781873,-0.00164957,-0.00209723,0.17235
-0.448184,1.14205,-0.987135,0.0307091,-0.262969,-0.00342342,0.623,-0.00314857,-0.0107014,0.782142,-0.00258744,-0.0024283,0.172664
-0.448184,1.14205,-0.987135,0.0307091,-0.262969,-0.00342342,0.622662,-0.0031515,-0.0107071,0.782411,-0.00125496,-0.00219893,0.173071
-0.447786,1.13934,-0.987192,0.0318681,-0.264015,-0.00371602,0.62232,-0.0031514,-0.0107077,0.782683,0.00181133,-0.00184274,0.176112
-0.447786,1.13934,-0.987192,0.0318681,-0.264015,-0.00371602,0.621975,-0.00314967,-0.0107058,0.782957,0.00171465,-0.00193418,0.176149
-0.447377,1.13663,-0.987252,0.0329923,-0.264767,-0.00400445,0.62163,-0.00314929,-0.0107071,0.783231,-0.00042512,-0.00247286,0.17618
-0.447377,1.13663,-0.987252,0.0329923,-0.264767,-0.00400445,0.621285,-0.00314959,-0.0107098,0.783505,-9.8469e-06,-0.00234582,0.176316
-0.446956,1.13391,-0.987314,0.0341116,-0.265466,-0.0042763,0.620939,-0.00315088,-0.0107144,0.783779,-0.00173262,-0.00273101,0.176432
-0.446956,1.13391,-0.987314,0.0341116,-0.265466,-0.0042763,0.620593,-0.00315264,-0.0107198,0.784053,-0.00112043,-0.0025061,0.17664
-0.446524,1.13118,-0.987379,0.0352714,-0.266552,-0.00455558,0.620247,-0.00315526,-0.0107265,0.784327,-0.00265267,-0.00282044,0.176817
-0.446524,1.13118,-0.987379,0.0352714,-0.266552,-0.00455558,0.6199,-0.00315773,-0.0107331,0.784601,-0.00144921,-0.00259671,0.177084
-0.446081,1.12845,-0.987446,0.0364154,-0.26752,-0.00483621,0.619552,-0.00316034,-0.0107403,0.784876,-0.00262744,-0.00292848,0.177311
-0.446081,1.12845,-0.987446,0.0364154,-0.26752,-0.00483621,0.619203,-0.00316249,-0.0107468,0.785151,-0.00134124,-0.00271292,0.177625
-0.445627,1.1257,-0.987516,0.0375731,-0.268589,-0.00510541,0.618854,-0.00316466,-0.0107539,0.785426,-0.0024543,-0.00304768,0.177892
-0.445627,1.1257,-0.987516,0.0375731,-0.268589,-0.00510541,0.618505,-0.00316612,-0.01076,0.785701,-0.000946545,-0.00282909,0.178242
-0.445161,1.12295,-0.987588,0.0386762,-0.269293,-0.00536353,0.618154,-0.00316738,-0.0107664,0.785977,-0.00198683,-0.00317719,0.178541
-0.445161,1.12295,-0.987588,0.0386762,-0.269293,-0.00536353,0.617803,-0.00316824,-0.0107722,0.786253,-0.000832334,-0.00293297,0.17892
-0.444684,1.12018,-0.987662,0.0397961,-0.270067,-0.00561869,0.61745,-0.00316934,-0.0107787,0.78653,-0.00205938,-0.00324883,0.179243
-0.444684,1.12018,-0.987662,0.0397961,-0.270067,-0.00561869,0.617097,-0.00317029,-0.0107848,0.786807,-0.000989361,-0.0029896,0.179644
-0.444196,1.11741,-0.987739,0.0409284,-0.270995,-0.00588087,0.616743,-0.00317163,-0.0107918,0.787084,-0.00230755,-0.0033039,0.179986
-0.444196,1.11741,-0.987739,0.0409284,-0.270995,-0.00588087,0.616389,-0.00317269,-0.0107983,0.787362,-0.0010677,-0.00305581,0.180403
-0.443697,1.11463,-0.987817,0.0420407,-0.27177,-0.00612068,0.616033,-0.00317389,-0.0108053,0.78764,-0.00222122,-0.0033693,0.180758
-0.443697,1.11463,-0.987817,0.0420407,-0.27177,-0.00612068,0.615676,-0.0031748,-0.0108118,0.787919,-0.00105395,-0.00310896,0.181184
-0.443187,1.11184,-0.987898,0.043205,-0.272904,-0.00638111,0.615319,-0.00317598,-0.010819,0.788198,-0.0023081,-0.00342586,0.181548
-0.443187,1.11184,-0.987898,0.043205,-0.272904,-0.00638111,0.61496,-0.00317662,-0.0108255,0.788477,-0.000858531,-0.00321364,0.181982
-0.442665,1.10904,-0.987981,0.0443326,-0.273777,-0.00660817,0.614601,-0.00317707,-0.0108322,0.788757,-0.00187668,-0.00355342,0.182351
-0.442665,1.10904,-0.987981,0.0443326,-0.273777,-0.00660817,0.614241,-0.0031769,-0.0108381,0.789038,-0.000499119,-0.00331649,0.182788
-0.442132,1.10623,-0.988066,0.0454574,-0.274644,-0.0068437,0.61388,-0.00317674,-0.0108444,0.789319,-0.00165315,-0.00365642,0.18316
-0.442132,1.10623,-0.988066,0.0454574,-0.274644,-0.0068437,0.613518,-0.00317618,-0.0108501,0.7896,-0.000423014,-0.00342804,0.183598
-0.441588,1.10342,-0.988153,0.0465899,-0.275588,-0.00708221,0.613155,-0.00317575,-0.0108565,0.789882,-0.00161417,-0.00375766,0.183971
-0.441588,1.10342,-0.988153,0.0465899,-0.275588,-0.00708221,0.612791,-0.00317483,-0.0108621,0.790164,-0.000250655,-0.00351793,0.184408
-0.441033,1.10059,-0.988241,0.0476939,-0.276336,-0.00730293,0.612426,-0.00317394,-0.0108682,0.790447,-0.00140288,-0.00385162,0.18478
-0.441033,1.10059,-0.988241,0.0476939,-0.276336,-0.00730293,0.61206,-0.00317279,-0.0108739,0.79073,-0.000299572,-0.00360812,0.185214
-0.440467,1.09776,-0.988331,0.0488508,-0.277421,-0.00752826,0.611693,-0.00317196,-0.0108804,0.791014,-0.00160149,-0.00393163,0.185584
-0.440467,1.09776,-0.988331,0.0488508,-0.277421,-0.00752826,0.611326,-0.00317065,-0.0108862,0.791298,-0.000172775,-0.00370267,0.186014
-0.439889,1.09492,-0.988424,0.0499292,-0.278035,-0.00772352,0.610954,-0.00316662,-0.010887,0.791585,0.00263418,-0.00330142,0.189242
-0.439889,1.09492,-0.988424,0.0499292,-0.278035,-0.00772352,0.610579,-0.00316149,-0.0108858,0.791874,0.00224851,-0.00336439,0.189245
-0.4393,1.09206,-0.988517,0.0511091,-0.279221,-0.00794099,0.610204,-0.0031581,-0.0108883,0.792163,-0.000146337,-0.00389202,0.189249
-0.4393,1.09206,-0.988517,0.0511091,-0.279221,-0.00794099,0.609829,-0.00315518,-0.010892,0.792452,0.000627029,-0.0037946,0.189332
-0.4387,1.08921,-0.988613,0.0521608,-0.279706,-0.00813577,0.609454,-0.0031528,-0.0108974,0.79274,-0.000958278,-0.0042224,0.189403
-0.4387,1.08921,-0.988613,0.0521608,-0.279706,-0.00813577,0.609078,-0.00315076,-0.0109033,0.793029,-0.000327881,-0.00399247,0.189544
-0.438089,1.08634,-0.98871,0.0532877,-0.2806,-0.00833061,0.608702,-0.00314961,-0.0109107,0.793318,-0.00196895,-0.00432503,0.189664
-0.438089,1.08634,-0.98871,0.0532877,-0.2806,-0.00833061,0.608325,-0.00314858,-0.0109183,0.793606,-0.000973665,-0.00408131,0.189854
-0.437467,1.08346,-0.988808,0.0544553,-0.281724,-0.00853189,0.607948,-0.00314804,-0.010927,0.793895,-0.00238645,-0.00441615,0.190017
-0.437467,1.08346,-0.988808,0.0544553,-0.281724,-0.00853189,0.607571,-0.00314705,-0.010935,0.794184,-0.000949182,-0.00419326,0.19025
-0.436834,1.08058,-0.988908,0.0555384,-0.282383,-0.00870362,0.607192,-0.00314596,-0.0109434,0.794473,-0.00205934,-0.00454432,0.190449
-0.436834,1.08058,-0.988908,0.0555384,-0.282383,-0.00870362,0.606814,-0.00314452,-0.0109512,0.794763,-0.000882311,-0.00428271,0.190718
-0.436189,1.07769,-0.989009,0.0566474,-0.283171,-0.0088778,0.606434,-0.00314336,-0.0109598,0.795052,-0.00216995,-0.00460543,0.190947
-0.436189,1.07769,-0.989009,0.0566474,-0.283171,-0.0088778,0.606054,-0.00314199,-0.010968,0.795342,-0.0010137,-0.004345,0.191245
-0.435533,1.07479,-0.989111,0.0577697,-0.284053,-0.00904942,0.605673,-0.00314091,-0.0109769,0.795631,-0.00229081,-0.0046642,0.1915
-0.435533,1.07479,-0.989111,0.0577697,-0.284053,-0.00904942,0.605292,-0.00313948,-0.0109852,0.795922,-0.000972728,-0.00440386,0.191823
-0.434866,1.07188,-0.989215,0.0588886,-0.284894,-0.00921808,0.60491,-0.00313816,-0.010994,0.796212,-0.00217754,-0.00473388,0.192099
-0.434866,1.07188,-0.989215,0.0588886,-0.284894,-0.00921808,0.604527,-0.00313647,-0.0110023,0.796503,-0.000914218,-0.00448894,0.192442
-0.434188,1.06896,-0.98932,0.0600832,-0.286095,-0.00938172,0.604143,-0.00313493,-0.0110112,0.796794,-0.00216131,-0.00482961,0.192734
-0.434188,1.06896,-0.98932,0.0600832,-0.286095,-0.00938172,0.603758,-0.00313261,-0.011019,0.797085,-0.00044266,-0.00459676,0.193093
-0.433498,1.06603,-0.989426,0.0611288,-0.28657,-0.00952648,0.603373,-0.00312991,-0.0110268,0.797377,-0.00145299,-0.00496314,0.193399
-0.433498,1.06603,-0.989426,0.0611288,-0.28657,-0.00952648,0.602987,-0.00312689,-0.0110342,0.797669,-0.000357709,-0.00468842,0.193769
-0.432798,1.0631,-0.989532,0.0622623,-0.28747,-0.00966804,0.6026,-0.0031243,-0.0110424,0.797961,-0.00175968,-0.0050137,0.194085
-0.432798,1.0631,-0.989532,0.0622623,-0.28747,-0.00966804,0.602212,-0.00312151,-0.0110502,0.798254,-0.000532973,-0.00476001,0.194465
